"city","mean_corr","lb_corr","ub_corr","se","province"
"Anhui_Fuyang","0.819245816648625","0.614581295680593","0.920575856558018","0.0775835759837041","Anhui"
"Anhui_Huainan","0.827555571729427","0.669548664035743","0.913906675648107","0.0753955301600264","Anhui"
"Anhui_Liuan","0.967902447496102","0.893327816486826","0.990600700519364","0.0264342870108817","Anhui"
"Beijing_Beijing","0.233947487663151","0.0479526290379737","0.40426232706467","0.221170697509002","Beijing"
"Fujian_Ningde","0.958015581291904","0.899870678913628","0.982703250746598","0.0468005266943621","Fujian"
"Fujian_Quanzhou","0.875936929945074","0.743362584827979","0.94229266730952","0.165988094051733","Fujian"
"Gansu_Lanzhou","0.979424370338352","0.952263100993511","0.991201113577823","0.0236510231689671","Gansu"
"Guangdong_Dongguan","0.646320846129004","0.432407028777285","0.791357975817702","0.156770198545904","Guangdong"
"Guangdong_Guangzhou","0.291344496812532","-0.00239971988473423","0.538804411530812","0.195912894732314","Guangdong"
"Guangdong_Shenzhen","0.329743641218503","0.109490681956193","0.519131270779172","0.277340479187249","Guangdong"
"Guangdong_Zhanjiang","0.280703234104221","-0.471285310509262","0.796370963169529","0.330790536643795","Guangdong"
"Guangxi_Fangchenggang","0.200460197775384","-0.0293887668588436","0.410174646118296","0.133438048636356","Guangxi"
"Hainan_Sanya","0.988655388469495","0.94502426526061","0.997699912130812","0.0598556561002327","Hainan"
"Hebei_Baoding","0.942183441647618","0.830994977096623","0.980980819996908","0.0258710776461634","Hebei"
"Hebei_Cangzhou","0.970478731011589","0.840807217362155","0.994822552014421","0.114632782043566","Hebei"
"Hebei_Handan","0.730087096030515","0.520399490947848","0.856735226090607","0.170232135988704","Hebei"
"Hebei_Langfang","0.882821598541675","0.698611202814593","0.957273704940075","0.368073739345037","Hebei"
"Hebei_Xingtai","0.321247646985663","-0.345149676089034","0.772300053568995","0.347238925203558","Hebei"
"Heilongjiang_Harbin","0.765106013037967","0.635778084141307","0.8526488178213","0.15782438047731","Heilongjiang"
"Henan_Anyang","-0.0754120254967254","-0.374381750157047","0.237759963592496","0.30145945959074","Henan"
"Henan_Shangqiu","0.616251683437743","0.19266842455674","0.846244067302261","0.198120765711558","Henan"
"Henan_Xuchang","-0.185256356537801","-0.540805823350107","0.226458145639532","0.297921834438915","Henan"
"Henan_Zhengzhou","0.228990858551623","-0.0063278058220636","0.4402785907479","0.239748891898219","Henan"
"Henan_Zhoukou","0.752533580049126","0.613481618059888","0.846325440237313","0.107405413833105","Henan"
"Hubei_Wuhan","0.955097403369212","0.881125811881746","0.983443965264659","0.0386863769037047","Hubei"
"Inner Mongolia_Hohhot","0.718325821566318","0.51746895102361","0.844160910498109","0.133609269018952","Inner Mongolia"
"Jiangsu_Changzhou","0.998853543027379","0.99433251634014","0.999768505546897","0.0028513900301755","Jiangsu"
"Jiangsu_Lianyungang","0.992720180199616","0.977599223966357","0.997646346945279","0.0211953496853363","Jiangsu"
"Jiangsu_Nanjing","-0.138302103714787","-0.450778175787881","0.20436937908064","0.296905465352305","Jiangsu"
"Jiangsu_Suqian","0.602019507558086","0.357561073473254","0.769267393335317","0.196655987869237","Jiangsu"
"Jiangsu_Suzhou","0.342157717221535","0.15722922692303","0.503903330403699","0.221093298003696","Jiangsu"
"Jiangsu_Wuxi","0.494375720522707","0.268375825763175","0.668793568852266","0.145628088511843","Jiangsu"
"Jiangsu_Xuzhou","-0.374685986961542","-0.643584327844379","-0.0234538477471634","0.266414480287946","Jiangsu"
"Jiangxi_Nanchang","0.0227965778142331","-0.266117361980457","0.307952350639779","0.301809667320665","Jiangxi"
"Jiangxi_Shangrao","0.384243582935251","0.0986067854687602","0.611384564069242","0.199833495650394","Jiangxi"
